Date,ML_Prediction,Confidence,TA_Signal,Hybrid_Signal,Portfolio_Value,Daily_Return,Close
2023-12-29,-1,0.414995874183089,-1,-1,112109.19909831327,-0.0028264750133748517,4769.830078125
2024-01-02,0,0.4430435834249099,0,0,112109.19909831327,0.0,4742.830078125
2024-01-03,1,0.541166110900257,0,0,112109.19909831327,0.0,4704.81005859375
2024-01-04,1,0.5846711549902607,0,0,112109.19909831327,0.0,4688.68017578125
2024-01-05,1,0.5447387949334438,0,0,112109.19909831327,0.0,4697.240234375
2024-01-08,1,0.3839465166197072,0,0,112109.19909831327,0.0,4763.5400390625
2024-01-09,-1,0.5578958848243571,0,0,112109.19909831327,0.0,4756.5
2024-01-10,-1,0.5193305625848016,0,0,112109.19909831327,0.0,4783.4501953125
2024-01-11,-1,0.5065762632225929,-1,-1,112109.19909831327,0.0,4780.240234375
2024-01-12,-1,0.43546203406793527,0,0,112109.19909831327,0.0,4783.830078125
2024-01-16,1,0.42646458652074026,0,0,112109.19909831327,0.0,4765.97998046875
2024-01-17,1,0.5073298761868145,0,0,112109.19909831327,0.0,4739.2099609375
2024-01-18,1,0.4623189469317669,0,0,112109.19909831327,0.0,4780.93994140625
2024-01-19,-1,0.47708945065783837,0,0,112109.19909831327,0.0,4839.81005859375
2024-01-22,0,0.5230943867247237,0,0,112109.19909831327,0.0,4850.43017578125
2024-01-23,0,0.44893667077652766,0,0,112109.19909831327,0.0,4864.60009765625
2024-01-24,0,0.37893046937542973,0,0,112109.19909831327,0.0,4868.5498046875
2024-01-25,0,0.4805503831693503,0,0,112109.19909831327,0.0,4894.16015625
2024-01-26,0,0.423306035173352,0,0,112109.19909831327,0.0,4890.97021484375
2024-01-29,0,0.4192494211545895,0,0,112109.19909831327,0.0,4927.93017578125
2024-01-30,0,0.41098029045829954,1,1,112109.19909831326,-1.1102230246251565e-16,4924.97021484375
2024-01-31,0,0.5673894370439004,1,1,110303.59696902505,-0.01610574461159786,4845.64990234375
2024-02-01,1,0.5407726802334659,1,1,111681.6957181751,0.012493688211609788,4906.18994140625
2024-02-02,0,0.5319723354941679,1,1,112874.95277392135,0.01068444607751462,4958.60986328125
2024-02-05,0,0.3599786186182826,1,1,112515.29507607645,-0.0031863375266721894,4942.81005859375
2024-02-06,1,0.41217413204525855,1,1,112775.25163201924,0.0023104108269638157,4954.22998046875
2024-02-07,0,0.42721428306016584,1,1,113704.68412765526,0.008241457963390042,4995.06005859375
2024-02-08,0,0.49522667223318817,1,1,113769.5621170959,0.0005705832608251526,4997.91015625
2024-02-09,0,0.38926891481936365,1,1,114422.86579798564,0.0057423415255595245,5026.60986328125
2024-02-12,1,0.3960632988598191,1,1,114314.28380743471,-0.0009489536011327848,5021.83984375
2024-02-13,0,0.5296755468495341,1,1,112751.12106579075,-0.013674255653625456,4953.169921875
2024-02-14,1,0.5763334680609367,-1,-1,113831.25011459387,0.009579763275017639,5000.6201171875
2024-02-15,1,0.36658653255751983,1,1,113831.25011459387,0.0,5029.72998046875
2024-02-16,1,0.4263705339925566,0,0,113284.46513814767,-0.0048034698371119955,5005.56982421875
2024-02-20,1,0.5873996560871255,0,0,112604.1554472633,-0.006005322001165436,4975.509765625
2024-02-21,1,0.46246042383536196,0,0,112746.5096119072,0.001264199922982101,4981.7998046875
2024-02-22,1,0.42377483701351154,-1,-1,115128.04108035708,0.02112288421741426,5087.02978515625
2024-02-23,0,0.36025808824851274,1,1,115128.04108035708,0.0,5088.7998046875
2024-02-26,1,0.3940095360485886,1,1,114692.07981535124,-0.003786751350190576,5069.52978515625
2024-02-27,1,0.4393626644551203,1,1,114887.7846112677,0.0017063496993998672,5078.18017578125
2024-02-28,1,0.3810939741289474,0,0,114697.28284983287,-0.001658155060430544,5069.759765625
2024-02-29,-1,0.40780887744943123,0,0,115297.04580336036,0.005229094697149161,5096.27001953125
2024-03-01,0,0.3540273816149946,0,0,116220.32482446573,0.00800782894888763,5137.080078125
2024-03-04,0,0.39247023842153905,0,0,116081.6435189828,-0.0011932620709190767,5130.9501953125
2024-03-05,1,0.3986118573206513,0,0,114898.41161587776,-0.010193100883444606,5078.64990234375
2024-03-06,1,0.5696806921808593,0,0,115489.11620788732,0.005141103203274655,5104.759765625
2024-03-07,0,0.35193415029219177,0,0,116679.13083534846,0.010304127925951478,5157.35986328125
2024-03-08,0,0.4333365691574623,0,0,115917.38891238527,-0.0065285190034378715,5123.68994140625
2024-03-11,1,0.6451502113674142,0,0,115787.30200356204,-0.001122238087346461,5117.93994140625
2024-03-12,-1,0.35569062638595245,-1,-1,117084.32681154039,0.011201787981366396,5175.27001953125
2024-03-13,-1,0.4139760476636798,-1,-1,117084.32681154039,0.0,5165.31005859375
2024-03-14,1,0.634287896960757,0,0,117084.32681154039,0.0,5150.47998046875
2024-03-15,1,0.711365063658946,0,0,117084.32681154039,0.0,5117.08984375
2024-03-18,1,0.8297044919923784,0,1,117084.32681154039,0.0,5149.419921875
2024-03-19,1,0.44236882926040233,-1,-1,117745.75369538277,0.0056491496501236416,5178.509765625
2024-03-20,-1,0.4262463862355803,-1,-1,117745.75369538277,0.0,5224.6201171875
2024-03-21,0,0.3641601853379832,1,1,117745.75369538277,0.0,5241.52978515625
2024-03-22,0,0.4970774270665323,1,1,117580.65203027791,-0.0014021878490156903,5234.18017578125
2024-03-25,0,0.38579599005843046,1,1,117221.44731802345,-0.0030549644525016406,5218.18994140625
2024-03-26,1,0.49860380611673816,0,0,116893.25126955131,-0.002799795225030266,5203.580078125
2024-03-27,1,0.5720091211094448,1,1,117902.11326461409,0.008630626525532925,5248.490234375
2024-03-28,1,0.4185296857203491,1,1,118033.7492653398,0.0011164855071787994,5254.35009765625
2024-04-01,1,0.4377625930788964,-1,-1,117796.07833260713,-0.0020135845401164643,5243.77001953125
2024-04-02,1,0.44191849185246557,0,0,117796.07833260713,0.0,5205.81005859375
2024-04-03,1,0.7193804280705471,0,0,117796.07833260713,0.0,5211.490234375
2024-04-04,1,0.46585586531276507,0,0,117796.07833260713,0.0,5147.2099609375
2024-04-05,1,0.5290724168405996,0,0,117796.07833260713,0.0,5204.33984375
2024-04-08,-1,0.3933467668308793,0,0,117796.07833260713,0.0,5202.39013671875
2024-04-09,1,0.6107903693447017,0,0,117796.07833260713,0.0,5209.91015625
2024-04-10,1,0.46623009621965583,0,0,117796.07833260713,0.0,5160.64013671875
2024-04-11,1,0.5268503872052899,0,0,117796.07833260713,0.0,5199.06005859375
2024-04-12,-1,0.5319707429538787,1,1,117796.07833260713,0.0,5123.41015625
2024-04-15,1,0.5259510938854846,1,1,116380.00986351648,-0.01202135494776202,5061.81982421875
2024-04-16,1,0.5244154679968158,1,1,116140.67355702003,-0.0020565070133361507,5051.41015625
2024-04-17,-1,0.5693648167877196,1,1,115469.31046301463,-0.005780602724641426,5022.2099609375
2024-04-18,-1,0.466423019245073,1,1,115214.3357365665,-0.002208160119998248,5011.1201171875
2024-04-19,-1,0.4601272761439159,1,1,114205.2254320472,-0.00875854812743615,4967.22998046875
2024-04-22,1,0.5424617530238247,1,1,115202.3795863522,0.008731248071466746,5010.60009765625
2024-04-23,-1,0.4603983697887349,1,1,116580.72724349913,0.011964576270872662,5070.5498046875
2024-04-24,-1,0.5393924419160557,0,0,116605.56011136208,0.00021301006135510114,5071.6298828125
2024-04-25,1,0.4567830258182713,1,1,116071.92288667975,-0.004576430353515626,5048.419921875
2024-04-26,-1,0.4855164398518801,0,0,117256.91770331876,0.01020914263474304,5099.9599609375
2024-04-29,-1,0.504396472576654,0,0,117629.61279704122,0.0031784486665891176,5116.169921875
2024-04-30,-1,0.42951666261265486,0,0,115779.23857472003,-0.01573051358686217,5035.68994140625
2024-05-01,1,0.5862295108944893,0,0,115381.48608449209,-0.0034354388154940185,5018.39013671875
2024-05-02,1,0.5462572917392394,0,0,116434.73872013125,0.009128437077573048,5064.2001953125
2024-05-03,-1,0.4948096205255565,0,0,117896.7794287783,0.012556739721478527,5127.7900390625
2024-05-06,-1,0.4855654360962677,-1,-1,119114.19618139749,0.010326123907011597,5180.740234375
2024-05-07,-1,0.5216296219745619,-1,-1,119114.19618139749,0.0,5187.7001953125
2024-05-08,0,0.35620966768229884,-1,-1,119114.19618139749,0.0,5187.669921875
2024-05-09,0,0.4899468937793436,-1,-1,119114.19618139749,0.0,5214.080078125
2024-05-10,0,0.5249570324218747,-1,-1,119114.19618139749,0.0,5222.68017578125
2024-05-13,1,0.385756993335745,-1,-1,119114.19618139749,0.0,5221.419921875
2024-05-14,0,0.517888526413927,-1,-1,119114.19618139749,0.0,5246.68017578125
2024-05-15,0,0.5401708597162155,-1,-1,119114.19618139749,0.0,5308.14990234375
2024-05-16,-1,0.42906235353036615,-1,-1,119114.19618139749,0.0,5297.10009765625
2024-05-17,0,0.49416852201305284,-1,-1,119114.19618139749,0.0,5303.27001953125
2024-05-20,0,0.4789316326103852,1,1,119114.19618139749,0.0,5308.1298828125
2024-05-21,1,0.5814470787994952,1,1,119412.2049209159,0.002501874243978186,5321.41015625
2024-05-22,1,0.7465331835246307,1,1,119089.06080201462,-0.002706123039226127,5307.009765625
2024-05-23,1,0.69688310506349,1,1,118210.08951426673,-0.0073807894850155265,5267.83984375
2024-05-24,1,0.5992566272978939,1,1,119037.68338530743,0.0070010425881694704,5304.72021484375
2024-05-28,1,0.38933616120322206,1,1,119067.30018150268,0.0002488018529340774,5306.0400390625
2024-05-29,1,0.38994439089085486,1,1,118190.12584328347,-0.007367046509680342,5266.9501953125
2024-05-30,1,0.6196382531211923,0,0,117483.93563552183,-0.005975035585443322,5235.47998046875
2024-05-31,1,0.7625399094356604,0,1,118427.08212686407,0.008027876204864448,5277.509765625
2024-06-03,-1,0.4174937314939505,0,0,118559.2565303059,0.0011160825806737495,5283.39990234375
2024-06-04,1,0.4351753286091339,0,0,118737.42845887817,0.0015028090913065117,5291.33984375
2024-06-05,1,0.38760972591266846,0,0,120144.18792861969,0.011847649793331305,5354.02978515625
2024-06-06,0,0.34562049257843985,1,1,120120.1811211969,-0.00019981663563328755,5352.9599609375
2024-06-07,0,0.39664720695092703,1,1,119986.22072523573,-0.001115219730030259,5346.990234375
2024-06-10,1,0.40382681668796394,1,1,120295.8877226719,0.0025808546645142982,5360.7900390625
2024-06-11,0,0.46522914016317635,0,0,120621.93544904332,0.0027103813151374556,5375.31982421875
2024-06-12,0,0.38630678814445224,0,0,121647.66491963956,0.008503672791998707,5421.02978515625
2024-06-13,0,0.4315985289963351,0,0,121932.88682928012,0.0023446558536819317,5433.740234375
2024-06-14,0,0.48904268934386075,0,0,121884.86225742524,-0.000393860697500914,5431.60009765625
2024-06-17,0,0.5839100237823807,0,0,122819.0349581334,0.007664386564552705,5473.22998046875
2024-06-18,0,0.5591949414312903,0,0,123128.70195556959,0.0025213273947457537,5487.02978515625
2024-06-20,0,0.44278799985999295,0,0,122817.68724598689,-0.0025259318472709014,5473.169921875
2024-06-21,1,0.7514684115629952,1,1,122625.83001277242,-0.001562130321101085,5464.6201171875
2024-06-24,1,0.5743734107348416,1,1,122249.96076501744,-0.003065171894990004,5447.8701171875
2024-06-25,1,0.5841649692832621,1,1,122730.84199010694,0.003933590015736899,5469.2998046875
2024-06-26,1,0.4268318138495323,1,1,122923.82779528151,0.0015724312002205476,5477.89990234375
2024-06-27,1,0.3820898219722396,1,1,123035.35919316216,0.0009073212238914774,5482.8701171875
2024-06-28,1,0.41794151759685816,0,0,122532.92553073783,-0.004083652583445674,5460.47998046875
2024-07-01,1,0.5311281677104067,0,0,122860.77020663791,0.0026755639309195,5475.08984375
2024-07-02,0,0.3597746609258798,-1,-1,123621.9317301641,0.006195317856513505,5509.009765625
2024-07-03,0,0.422904379367369,-1,-1,123621.9317301641,0.0,5537.02001953125
2024-07-05,0,0.4707104630835619,1,1,123621.9317301641,0.0,5567.18994140625
2024-07-08,0,0.5856834100002839,1,1,123747.61802017468,0.0010166989647510949,5572.85009765625
2024-07-09,0,0.5440122780827967,1,1,123839.32390707164,0.0007410719362856977,5576.97998046875
2024-07-10,1,0.4424775984847899,1,1,125103.48381141975,0.010208065293514812,5633.91015625
2024-07-11,0,0.36835208287749044,1,1,124007.19837465564,-0.008763028841120457,5584.5400390625
2024-07-12,1,0.5208930094830432,1,1,124691.34944551291,0.0055170270744306915,5615.35009765625
2024-07-15,1,0.40813064294456003,1,1,125043.75246465747,0.0028262026252154904,5631.22021484375
2024-07-16,0,0.41406410641688796,1,1,125842.70395292607,0.006389375498743188,5667.2001953125
2024-07-17,1,0.38955523858223073,1,1,124090.02425193228,-0.013927543241993634,5588.27001953125
2024-07-18,1,0.5197337941281962,0,0,123120.08649783666,-0.007816403936922511,5544.58984375
2024-07-19,1,0.5421446237492344,0,0,122240.97638792831,-0.007140265531926815,5505.0
2024-07-22,1,0.5093839704969717,0,0,123560.20536292547,0.01079203564940956,5564.41015625
2024-07-23,-1,0.39801252147500965,0,0,123367.68588695688,-0.001558102589770738,5555.740234375
2024-07-24,1,0.5542920381418612,1,1,120511.83576005502,-0.02314909375473495,5427.1298828125
2024-07-25,1,0.567442961440933,1,1,119892.08915457585,-0.005142620237842177,5399.22021484375
2024-07-26,1,0.5034363327410604,1,1,121221.74861706354,0.011090468702846357,5459.10009765625
2024-07-29,-1,0.5421714712204198,1,1,121320.33949310445,0.0008133101292933098,5463.5400390625
2024-07-30,-1,0.47239393651389616,1,1,120718.56975691767,-0.004960171878030217,5436.43994140625
2024-07-31,-1,0.46450580212736126,0,0,122625.12625465318,0.0157933986591674,5522.2998046875
2024-08-01,-1,0.5864076681620823,1,1,120945.95872121217,-0.013693502993455953,5446.68017578125
2024-08-02,1,0.5367943005860287,1,1,118722.7469353677,-0.018381860868696753,5346.56005859375
2024-08-05,1,0.5128409323866853,1,1,115164.76886831617,-0.02996879838863975,5186.330078125
2024-08-06,1,0.48714778379713597,1,1,116357.19477553609,0.010354085880061037,5240.02978515625
2024-08-07,1,0.49654640543608,1,1,115457.21284814409,-0.007734647858502863,5199.5
2024-08-08,1,0.5199667591736288,0,0,118117.64855088612,0.023042611519136447,5319.31005859375
2024-08-09,1,0.5376721345685712,0,0,118669.45603514323,0.004671676849538509,5344.16015625
2024-08-12,-1,0.5235111653402191,0,0,118674.5628538626,4.303397765514916e-05,5344.39013671875
2024-08-13,-1,0.49360463798162796,0,0,120673.94201626173,0.016847579753558328,5434.43017578125
2024-08-14,-1,0.6191312175592936,0,0,121135.36639893774,0.0038237284285767004,5455.2099609375
2024-08-15,-1,0.5633600015224183,0,0,123089.67327807478,0.016133247764330783,5543.22021484375
2024-08-16,-1,0.5551171511836549,0,0,123334.59456905555,0.001989779357261412,5554.25
2024-08-19,-1,0.6011214902109008,0,0,124533.68861536765,0.009722284736913167,5608.25
2024-08-20,-1,0.5732428372439192,0,0,124286.54461135616,-0.0019845553982971165,5597.1201171875
2024-08-21,-1,0.49496359582598337,-1,-1,124813.47939467433,0.004239676828782235,5620.85009765625
2024-08-22,-1,0.48219547351387215,-1,-1,124813.47939467433,0.0,5570.64013671875
2024-08-23,1,0.48415520233836584,-1,-1,124813.47939467433,0.0,5634.60986328125
2024-08-26,-1,0.4613377340865194,-1,-1,124813.47939467433,0.0,5616.83984375
2024-08-27,1,0.41241787941216984,-1,-1,124813.47939467433,0.0,5625.7998046875
2024-08-28,-1,0.36406338587683396,0,0,124813.47939467433,0.0,5592.18017578125
2024-08-29,1,0.45188453290668884,0,0,124813.47939467433,0.0,5591.9599609375
2024-08-30,0,0.4392893737058068,-1,-1,124813.47939467433,0.0,5648.39990234375
2024-09-03,-1,0.5555057613743135,0,0,124813.47939467433,0.0,5528.93017578125
2024-09-04,1,0.48213885424195874,0,0,124813.47939467433,0.0,5520.06982421875
2024-09-05,-1,0.49496282782162115,0,0,124813.47939467433,0.0,5503.41015625
2024-09-06,1,0.4692674071781038,1,1,124813.47939467432,-1.1102230246251565e-16,5408.419921875
2024-09-09,1,0.5038956807734534,1,1,126258.82825826605,0.0115800702824842,5471.0498046875
2024-09-10,-1,0.4883787686400853,0,0,126823.54266659638,0.004472672652839682,5495.52001953125
2024-09-11,-1,0.5689223045912647,0,0,128176.1190324572,0.010665025888896507,5554.1298828125
2024-09-12,-1,0.5971359412742543,0,0,129136.83779980087,0.007495302358939471,5595.759765625
2024-09-13,-1,0.5274250338969175,1,1,129835.17255042355,0.005407711405364557,5626.02001953125
2024-09-16,-1,0.5181315073437782,1,1,129998.3272928802,0.0012566297656615433,5633.08984375
2024-09-17,1,0.47734711365024607,1,1,130032.71836090823,0.00026455008109871336,5634.580078125
2024-09-18,1,0.43090019123701906,1,1,129656.0843314952,-0.002896455862498093,5618.259765625
2024-09-19,1,0.4840289267688444,1,1,131857.23663736848,0.01697685316676334,5713.64013671875
2024-09-20,-1,0.5780581066622679,0,0,131601.29812881004,-0.0019410273951236956,5702.5498046875
2024-09-23,-1,0.44614589453051373,1,1,131971.00211011124,0.0028092730585327352,5718.56982421875
2024-09-24,-1,0.456537871347964,1,1,132302.40489867746,0.0025111788443472616,5732.93017578125
2024-09-25,-1,0.4851980010868875,1,1,132056.15718910462,-0.0018612489301417234,5722.259765625
2024-09-26,1,0.3681661217420348,1,1,132589.48918444084,0.00403867571712313,5745.3701171875
2024-09-27,-1,0.43379990108918387,1,1,132423.32578695027,-0.0012532169669906557,5738.169921875
2024-09-30,0,0.3938264727153786,1,1,132984.34416962098,0.004236552581176722,5762.47998046875
2024-10-01,-1,0.4132386108619215,1,1,131744.38390266974,-0.009324107094664247,5708.75
2024-10-02,1,0.655782570610741,1,1,131762.61612680778,0.00013839090212397487,5709.5400390625
2024-10-03,0,0.3824104667905299,0,0,131541.06868627734,-0.001681413492255035,5699.93994140625
2024-10-04,1,0.5824727559819938,0,0,132721.02487811417,0.008970249395274354,5751.06982421875
2024-10-07,-1,0.4915029431453576,0,0,131448.7581917539,-0.009586022165882668,5695.93994140625
2024-10-08,1,0.6679313189550073,-1,-1,132722.41088773654,0.009689347495581924,5751.1298828125
2024-10-09,0,0.5389385363854742,-1,-1,132722.41088773654,0.0,5792.0400390625
2024-10-10,-1,0.534084951790578,1,1,132722.41088773654,0.0,5780.0498046875
2024-10-11,-1,0.3554429092295675,1,1,133525.62668993487,0.006051847587953629,5815.02978515625
2024-10-14,0,0.44267565702947576,1,1,134554.7977408344,0.0077076668832223305,5859.85009765625
2024-10-15,-1,0.4459443611623902,1,1,133530.90753755748,-0.007609466332438197,5815.259765625
2024-10-16,1,0.6010683671592371,1,1,134155.71814363947,0.004679145956573816,5842.47021484375
2024-10-17,0,0.4193635877944769,1,1,134132.75598667326,-0.00017116047891174713,5841.47021484375
2024-10-18,1,0.3816899807437193,1,1,134665.47130109486,0.003971552738948558,5864.669921875
2024-10-21,1,0.35100431617967087,1,1,134420.00718856498,-0.0018227694906369774,5853.97998046875
2024-10-22,1,0.41353582216206775,1,1,134356.17732547483,-0.0004748538883844189,5851.2001953125
2024-10-23,0,0.4264171964506822,0,0,133121.26624511735,-0.009191323428069276,5797.419921875
2024-10-24,1,0.5941837186466667,0,0,133406.9141323381,0.002145772011323821,5809.85986328125
2024-10-25,1,0.40948846616381973,0,0,133366.96580945206,-0.00029944716993013376,5808.1201171875
2024-10-28,0,0.4999770352746263,0,0,133720.58078433352,0.0026514435020339455,5823.52001953125
2024-10-29,1,0.4031504061667821,0,0,133936.42281741774,0.001614127248163344,5832.919921875
